Name,Team,Cl,Ht,Pos,Games,GoalieGames,TotalGoals,GoalsPerGame,TotalAssists,AssistsPerGame,TotalPoints,PointsPerGame,GameWinningGoals,ShotAttempts,ShotsPerGame,ShotsOnGoal,ShotsOnGoalPerGame,ShotAccuracyPct,PKGoals,PKAttempts,PKPct,YellowCards,RedCards,TotalSaves,SavesPerGame,SavePct,Shutouts,GoalieMinutes,GoalsAgainst,GAA
Erik Krohnstad,Fordham,Sr.,6-0,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Julian Kuhr,Wisconsin,So.,5-8,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Alex Kuzmich,Stonehill,Sr.,6-0,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Edvin Laangdahl,Wofford,Fr.,6-2,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Sami Lachekar,UNC Greensboro,Sr.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Tommaso Lami,George Washington,Sr.,5-10,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Villads Landsperg,SMU,Jr.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Tim Langenbahn,Harvard,So.,6-1,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Luciano Larrea,Lehigh,Fr.,-,-,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Yanis Lasri,South Fla.,Jr.,5-5,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
William Lawson,California Baptist,So.,6-2,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Julien Le Bourdoulous,UNC Greensboro,Sr.,5-7,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Gabriel Le Guen,FDU,Jr.,6-1,D,17,,,,,,,,,,,,,,,,,3,1,,,,,,,
Christian Leon,Purdue Fort Wayne,Sr.,5-7,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Carlos Levy,Elon,Sr.,6-3,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jack Lewis,Louisville,So.,5-9,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Cristian LoGrasso,NJIT,Jr.,5-10,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Victor Lopes,FGCU,Sr.,6-2,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Javier Lopez,San Jose St.,Sr.,5-11,D,19,,,,,,,,,,,,,,,,,3,1,,,,,,,
Brian Lopez,FGCU,Jr.,-,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Michael Luande,Gonzaga,So.,6-1,-,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Mikah Madrid,UNLV,Jr.,-,MD,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Mikkel Madsen,Dayton,Fr.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Lukas Magnason,Clemson,So.,6-2,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Maciej Majcherczyk,Mount St. Mary's,Fr.,-,MD,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Terry Makedika,New Hampshire,Sr.,6-1,M,17,,,,,,,,,,,,,,,,,3,1,,,,,,,
Emilio Maldonado Frei,FIU,Fr.,6-2,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Sebastian Manon,Dartmouth,Sr.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Ian Marcano,Virginia Tech,So.,5-4,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jimiyu Mark,Belmont,Sr.,5-6,F,16,,,,,,,,,,,,,,,,,3,1,,,,,,,
Brandon Marshall,Providence,Jr.,6-2,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Uly Martinez,California Baptist,Sr.,5-6,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Emmanuel Martinez,UIW,So.,-,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Leonardo Martinez,Sacramento St.,Sr.,5-7,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Manza Masamuna,Mercer,Fr.,5-6,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Immanuel Mathe,North Carolina,Fr.,6-3,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Taiga Matoba,Quinnipiac,Jr.,5-9,-,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Kaisei Matsudo,Central Ark.,Jr.,5-10,MD,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Daire McCarthy,Charlotte,So.,6-3,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Donovan McClellan,Radford,Sr.,6-0,MD,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Sam McConnell,Southern Ind.,Jr.,5-11,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Archie McDonnell,SIUE,So.,6-4,D,16,,,,,,,,,,,,,,,,,3,2,,,,,,,
Rohan McEligot,California,Sr.,5-8,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jack McFeely,Loyola Chicago,Jr.,5-9,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Brady McGlone,Davidson,So.,6-4,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Ian McIntosh,Tulsa,Sr.,5-9,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Damoni McKenna-Greenawalt,Gonzaga,Jr.,5-11,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Dean Mercer,St. Bonaventure,Sr.,5-10,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Tom Mertz,Cleveland St.,So.,6-2,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jack Middleton,UC Santa Barbara,Fr.,5-9,M,9,,,,,,,,,,,,,,,,,3,1,,,,,,,
Beckett Miller,San Diego St.,Fr.,6-1,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Nolan Miller,Michigan,Sr.,6-2,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Oneil Mitchell,Wright St.,Fr.,-,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Calvin Moe,Binghamton,Sr.,6-3,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Erick Monge,Grand Canyon,Sr.,5-11,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Nate Morgan,UC San Diego,So.,5-10,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Gavin Morgan,Mercer,Sr.,6-2,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Alvaro Moros,Central Conn. St.,Sr.,-,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Eric Moroz,Marist,Fr.,5-8,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Majaliwa Msabaha,Elon,Sr.,5-6,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Linus Musielak,UMass Lowell,Jr.,5-10,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Yuki Nakamura,Eastern Ill.,Sr.,5-7,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Geraldo Neto,North Florida,So.,6-3,F,19,,,,,,,,3,,,,,,,,,3,0,,,,,,,
Cianole Nguepissi,San Diego St.,So.,6-3,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Tyson Nguyen,Utah Tech,Sr.,5-7,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Joaquin Niehenke,Penn,Jr.,6-2,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jonas Nistad,UMBC,Fr.,6-0,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Kevin Nkumu,Kansas City,So.,5-11,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Brian Novillo,Southern Ind.,Fr.,6-1,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Patrick O'Toole,Michigan,Jr.,5-9,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jojo Ocran,UMBC,Sr.,6-2,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Marko Odorcic,Wright St.,So.,6-3,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jake Oetinger,Cal Poly,Sr.,6-1,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Olayinka Ogunleye,Louisville,So.,6-4,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Ekene Okeke,Xavier,Sr.,6-1,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Caio Oliveira,FGCU,Sr.,5-5,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Michael Oliveri,Central Ark.,Sr.,6-0,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Patrick Osilaja,Eastern Ill.,So.,6-0,D,12,,,,,,,,,,,,,,,,,3,1,,,,,,,
Miguel Osorto,VMI,Fr.,5-11,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Diego Ossa,James Madison,So.,-,F,13,,,,,,,,,,,,,,,,,3,1,,,,,,,
Jireh Oyebamiji,Houston Christian,Sr.,6-2,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jayce Pagano,Radford,So.,5-11,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Nikita Pakhomov,Marshall,So.,6-4,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Alejandro Palacio,Harvard,Fr.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Nicholas Parham,Louisville,Fr.,5-11,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Owen Parrish,IU Indy,So.,6-0,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Grant Paskus,NIU,So.,6-1,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Bruno Penney,Stony Brook,Sr.,5-10,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Tito Peralta,Virginia Tech,Fr.,-,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Gabriel Perazoli Verona,St. Thomas (MN),Sr.,5-9,-,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jose Perez,Wake Forest,Jr.,5-8,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Maximilian Perez,Air Force,Fr.,5-11,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Kai Phillip,Penn St.,Sr.,6-3,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Mateo Phillips,Detroit Mercy,Sr.,5-5,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Evan Pickering,UConn,So.,6-3,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Kevin Pierre,Ga. Southern,Sr.,6-1,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Enrique Pineda,CSUN,Sr.,5-9,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Thiago Pires,Saint Francis,Sr.,5-10,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Julian Pittaoulis,Drexel,Sr.,5-11,FM,11,,,,,,,,,,,,,,,,,3,1,,,,,,,
Sam Pitts-Eckersall,Butler,Sr.,5-11,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Álvaro Planas,Saint Francis,Jr.,5-7,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Noah Pogue,Utah Valley,Jr.,6-2,MD,14,,,,,,,,,,,,,,,,,3,1,,,,,,,
Diego Porras,Western Ill.,Jr.,5-9,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Andrew Porucznik,St. John's (NY),Fr.,5-8,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Spencer Powe,Detroit Mercy,Sr.,6-2,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Tyler Prebenda,North Florida,Jr.,6-1,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Nigel Prince,Northwestern,Sr.,6-2,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Wiktor Pucilowski,Charlotte,Fr.,5-10,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Ezra Punselie,Rider,Jr.,5-11,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Vidar Ragnarsson,UNC Asheville,Sr.,6-1,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Royie Rahamim,Robert Morris,Fr.,5-11,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Diogo Rebelo,NJIT,So.,5-8,FM,17,,,,,,,,,51,3.00,17,1.00,,,,,3,0,,,,,,,
Arian Recinos,New Hampshire,So.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jacob Redenfors,Pittsburgh,Fr.,6-1,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Campbell Reece,Cornell,So.,6-0,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Arturo Reveles,CSUN,Sr.,6-0,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Nelson Reynoso,Stony Brook,So.,5-8,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Keagan Rhodes,Cal Poly,Jr.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Joe Richards,Delaware,Fr.,5-8,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Bruno Rivera,Iona,Jr.,5-10,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Gianluca Rizzo,Furman,Fr.,5-10,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Fabricio Roberti,Eastern Ill.,Sr.,6-3,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jake Roberts,Campbell,Jr.,6-1,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Nate Roberts,Evansville,Jr.,6-3,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Bogart Roca,CSU Bakersfield,Sr.,5-8,D,16,,,,,,,,,,,,,,,,,3,1,,,,,,,
Sebastian Rodriguez,Houston Christian,Sr.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Nicholas Roe,Loyola Chicago,So.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Tristan Ronnestad-Stevens,Marquette,Jr.,6-2,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Adric Rosato,Holy Cross,Jr.,5-9,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jake Ross,Saint Joseph's,So.,6-4,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Odin Rosten,CSUN,Sr.,5-10,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Khaya Roudette-Gregory,UConn,Sr.,6-4,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Samuel Rudjord,Saint Peter's,Jr.,6-4,D,14,,,,,,,,,,,,,,,,,3,1,,,,,,,
Ryan Ruguaru,Memphis,So.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Louie Salkeld,Marshall,Jr.,6-2,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Brian Salvino,Drexel,Jr.,6-5,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Daniel Samways,Cornell,Sr.,5-9,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Noah Sandahl,Detroit Mercy,So.,5-9,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Shuma Sasaki,Michigan,Sr.,5-7,M,15,,,,,,,,,39,2.60,,,,,,,3,0,,,,,,,
Barrett Saul,Old Dominion,Jr.,6-0,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Adam Schaban,Cornell,Jr.,5-9,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Ryan Schachter,Colgate,Fr.,5-10,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jakob Schnitzler,UC Riverside,Sr.,6-4,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jake Shannon,UNCW,Sr.,6-2,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Joseph Sheridan,Penn St.,Fr.,6-6,D,14,,,,,,,,,,,,,,,,,3,1,,,,,,,
Callum Shillington,St. Bonaventure,Jr.,6-2,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Louis Simon,Detroit Mercy,Sr.,5-8,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Kyle Smith,Stony Brook,Jr.,5-9,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Chase Smith,Southern Ind.,Fr.,6-1,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jeb Snead,Holy Cross,Jr.,5-11,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Abdou So,Old Dominion,Fr.,5-10,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Itay Soffer,Northern Ky.,Jr.,5-10,M,16,,,,,,,,,,,,,,,,,3,1,,,,,,,
Kaloyan Somov,Saint Peter's,Sr.,5-11,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Mustapha Sowe,American,Sr.,5-10,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Kaden Standish,UC Santa Barbara,Jr.,5-11,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jahmani Stapleton,Fairfield,Fr.,-,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Slade Starnes,SMU,Sr.,6-3,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Finn Steele,Ga. Southern,Sr.,5-10,MD,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Nolan Stevens,Southern Ind.,Fr.,5-9,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Alexander Stjernegaard,South Carolina,Sr.,5-7,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jonah Straube,Winthrop,Fr.,6-3,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Ethan Streeter,St. Bonaventure,Sr.,6-3,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Casper Svendby,Pittsburgh,Sr.,5-10,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Dylan Swinehart,Liberty,So.,5-11,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Karsten Ternes,Purdue Fort Wayne,Fr.,6-4,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Brayden Tester,Wright St.,So.,6-1,FM,13,,,,,,,,,,,,,,,,,3,1,,,,,,,
Amoni Thomas,Wake Forest,So.,-,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jago Thompson-Roberts,IU Indy,Jr.,6-2,D,16,,,,,,,,,,,,,,,,,3,1,,,,,,,
Matias Tobon,Jacksonville,Fr.,-,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Oscar Tonidandel,Elon,So.,5-9,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Jordi Tortell Daly,San Jose St.,So.,6-0,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Tyler Trimnal,South Carolina,Sr.,6-3,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Roka Tsunehara,Princeton,So.,5-9,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Parker Vasic,Rhode Island,Jr.,5-9,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Alejandro Velazquez-Lopez,South Carolina,So.,6-0,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Gijs Velings,IU Indy,Jr.,5-11,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Fernando Venegas,Sacramento St.,So.,6-2,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Joshua Veychek,Pittsburgh,So.,5-9,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Eddie Villeda,UC Santa Barbara,Sr.,5-10,M,19,,,,,,,,,,,,,,,,,3,1,,,,,,,
Yannik Vogel,Iona,Sr.,6-0,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Charlie Votel,Temple,So.,6-1,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Dragen Vrataric,Winthrop,Fr.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Victor Wachowicz,Missouri St.,So.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Terry Watson,Gonzaga,Sr.,6-2,-,14,,,,,,,,,,,,,,,,,3,1,,,,,,,
Callum Watts,DePaul,Sr.,5-10,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Cohen Weaver,Bucknell,Sr.,5-8,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Ezra Widman,Xavier,So.,6-0,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
CJ Williams,Boston College,Sr.,6-2,D,16,,,,,,,,,,,,,,,,,3,1,,,,,,,
Sahai Williams,Omaha,So.,5-11,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Justice Willis,Army West Point,Fr.,5-9,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Dominic Woolley,Bradley,Sr.,6-3,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Paul Yeboah,Dayton,Sr.,6-1,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Sahel Yessen,Western Mich.,So.,6-0,F,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Preston Zabinko,Duke,Fr.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Gael Zackrisson,UAB,So.,6-3,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Nikolai Zapolskikh,IU Indy,Jr.,6-0,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Mikhail Zaretser,Villanova,Jr.,5-10,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Axier Zeberio Guereno,Sacred Heart,Sr.,-,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Carles Zomeno,SIUE,Sr.,6-0,M,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Leonardo de Almeida Seixas,Oral Roberts,Sr.,5-5,M,16,,,,,,,,,,,,,,,,,3,1,,,,,,,
Civan de Jesus Ferreira,LMU (CA),So.,6-3,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Finn van den Berg,Drexel,Jr.,6-2,D,,,,,,,,,,,,,,,,,,3,0,,,,,,,
Amari Benjamin,VMI,Jr.,5-11,M,15,,,,,,,,,,,,,,,,,0,2,,,,,,,
Konstantin Donalies,Seton Hall,Sr.,6-1,D,16,,,,,,,,,,,,,,,,,0,2,,,,,,,
Richie Nichols,Loyola Maryland,Sr.,5-8,M,15,,0,,,,,,,30,,12,,0.400,,,,0,2,,,,,,,
Lucas White,VCU,Sr.,5-10,M,16,,,,,,,,,,,,,,,,,0,2,,,,,,,
Emiliano Abboud,UTRGV,Jr.,5-8,M,7,,,,,,,,,,,,,,,,,0,1,,,,,,,
Jerod Allen,Utah Tech,Sr.,6-0,M,15,,,,,,,,,,,,,,,,,0,1,,,,,,,
Aidan Arber,Marist,Sr.,5-11,M,10,,,,,,,,,,,,,,,,,0,1,,,,,,,
Efetobo Aror,Portland,Jr.,5-7,M,19,,,,,,,,,,,,,,,,,0,1,,,,,,,
Gilles Aurelien,Utah Valley,Sr.,5-10,M,14,,,,,,,,,,,,,,,,,0,1,,,,,,,
Jubril Bamgbala,Army West Point,Jr.,6-1,F,17,,5,,,,,,,36,,16,,0.444,,,,0,1,,,,,,,
Alex Barnett,North Florida,Sr.,6-1,D,18,,,,,,,,,,,,,,,,,0,1,,,,,,,
Draven Barnett,Saint Louis,Sr.,-,M,19,,,,,,,,,,,,,,,,,0,1,,,,,,,
Ryder Barrett,Drake,Sr.,6-1,D,9,,,,,,,,,,,,,,,,,0,1,,,,,,,
Tomas Bedouret,Pittsburgh,Sr.,5-10,M,15,,,,,,,,,,,,,,,,,0,1,,,,,,,
Aiden Benitez,Butler,Fr.,-,F,16,,,,,,,,3,,,,,,,,,0,1,,,,,,,
Ben Bilden,Dartmouth,Fr.,6-1,F,13,,,,,,,,,,,,,,,,,0,1,,,,,,,
Otu Bisong,Old Dominion,Fr.,6-0,F,12,,,,,,,,,,,,,,,,,0,1,,,,,,,
Jordan Blunschi,Fairfield,Sr.,6-3,D,15,,,,,,,,,,,,,,,,,0,1,,,,,,,
Jasen Bottini,Monmouth,So.,5-8,M,10,,,,,,,,,,,,,,,,,0,1,,,,,,,
Montgomery Carey,Pacific,So.,5-10,D,17,,,,,,,,,,,,,,,,,0,1,,,,,,,
Manuel Cordeiro,Eastern Ill.,Sr.,5-7,M,14,,,,,,,,,,,,,,,,,0,1,,,,,,,
Edgar Correia,Central Ark.,Sr.,6-1,D,3,,,,,,,,,,,,,,,,,0,1,,,,,,,
Zander Crooks,Detroit Mercy,Jr.,5-6,F,12,,,,,,,,,,,,,,,,,0,1,,,,,,,
Henrique Cruz,ETSU,Sr.,6-2,D,14,,,,,,,,,,,,,,,,,0,1,,,,,,,
Brayan Cuevas-Tapia,Chicago St.,Jr.,5-8,D,6,,,,,,,,,,,,,,,,,0,1,,,,,,,
Chase Dade,Niagara,So.,6-3,D,15,,,,,,,,,,,,,,,,,0,1,,,,,,,
Leonardo Davi C Santos,Jacksonville,Fr.,-,M,12,,,,,,,,,,,,,,,,,0,1,,,,,,,
Jabari De Coteau,Xavier,Jr.,6-1,D,14,,,,,,,,,,,,,,,,,0,1,,,,,,,
Xahvi DeRoza,New Hampshire,Fr.,5-6,F,17,,,,,,,,,,,,,,,,,0,1,,,,,,,
Ismael Deme,La Salle,Jr.,-,-,14,,,,,,,,,,,,,,,,,0,1,,,,,,,
Anthony DiFalco,Memphis,Sr.,5-10,M,14,,,,,,,,,,,,,,,,,0,1,,,,,,,
Adebayo Dikko,Dayton,So.,6-0,D,13,,,,,,,,,,,,,,,,,0,1,,,,,,,
Felipe Diniz,New Hampshire,Fr.,6-0,M,13,,,,,,,,,,,,,,,,,0,1,,,,,,,
Matt Dreas,Akron,Jr.,5-10,M,21,,,,,,,,,,,,,,,,,0,1,,,,,,,
Theo Drennan,VCU,Sr.,5-10,M,16,,,,,,,,,,,,,,,,,0,1,,,,,,,
Owen Drummond,Fairfield,So.,6-0,M,13,,,,,,,,,,,,,,,,,0,1,,,,,,,
Stevie Dunphy,Notre Dame,So.,5-11,F,11,,,,,,,,,,,,,,,,,0,1,,,,,,,
Shuntaro Endo,Eastern Ill.,Sr.,6-1,D,16,,,,,,,,,,,,,,,,,0,1,,,,,,,
Owen Ennis,Army West Point,Jr.,5-10,D,11,,,,,,,,,,,,,,,,,0,1,,,,,,,
Jose Escobar,FGCU,So.,5-11,D,9,,,,,,,,,,,,,,,,,0,1,,,,,,,
Luca Estabio,VCU,Fr.,5-5,F,11,,,,,,,,,,,,,,,,,0,1,,,,,,,
Felix Ewald,West Virginia,Sr.,6-2,M,20,,,,,,,,,,,,,,,,,0,1,,,,,,,
Luca Fargnoli,St. John's (NY),So.,5-7,F,17,,,,,,,,,,,,,,,,,0,1,,,,,,,
Li Feng,UMass Lowell,Fr.,5-7,D,12,,,,,,,,,,,,,,,,,0,1,,,,,,,
Andreas Fotland,Marquette,Fr.,5-10,D,13,,,,,,,,,,,,,,,,,0,1,,,,,,,
Masa Fujita,UC San Diego,Fr.,5-10,M,17,,,,,,,,,,,,,,,,,0,1,,,,,,,
Lukas Gatti,Fordham,Sr.,6-1,D,17,,,,,,,,,,,,,,,,,0,1,,,,,,,
Collin Gilbert,Army West Point,Fr.,6-7,GK,2,,,,,,,,,,,,,,,,,0,1,,,,,,,
Alejandro Giner,St. Thomas (MN),Sr.,-,M,14,,,,,,,,,,,,,,,,,0,1,,,,,,,
Tibo Gobet,FIU,Sr.,6-5,D,13,,,,,,,,,,,,,,,,,0,1,,,,,,,
Igor Goncalves,St. John's (NY),Jr.,5-10,D,12,,,,,,,,,,,,,,,,,0,1,,,,,,,
